DATE_TIME,DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,MODULE_TEMP_F,IRRADIATION,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
5-15-20 3:45,5/15/2020 03:45,4136001,iq8k7ZNt4Mwm3w0,26.00130397,24.60781745,76.29407141,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 4:00,5/15/2020 04:00,4136001,iq8k7ZNt4Mwm3w0,25.6972106,24.626179,76.3271222,0,91 °F,75 °F,59 %,CALM,0 mph,0 mph,29.73 in,0.0 in,Haze
5-15-20 4:15,5/15/2020 04:15,4136001,iq8k7ZNt4Mwm3w0,25.62770241,24.77314507,76.59166112,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 4:30,5/15/2020 04:30,4136001,iq8k7ZNt4Mwm3w0,25.48204579,24.79669075,76.63404335,0,91 °F,75 °F,59 %,W,9 mph,0 mph,29.73 in,0.0 in,Haze
5-15-20 4:45,5/15/2020 04:45,4136001,iq8k7ZNt4Mwm3w0,25.23093169,24.43690428,75.9864277,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 5:00,5/15/2020 05:00,4136001,iq8k7ZNt4Mwm3w0,25.1175986,24.10457963,75.38824334,0,91 °F,75 °F,59 %,WNW,8 mph,0 mph,29.73 in,0.0 in,Smoke
5-15-20 5:15,5/15/2020 05:15,4136001,iq8k7ZNt4Mwm3w0,25.0918621,23.897232,75.0150176,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 5:30,5/15/2020 05:30,4136001,iq8k7ZNt4Mwm3w0,24.91696783,23.83947131,74.91104836,0,91 °F,77 °F,63 %,W,15 mph,0 mph,29.73 in,0.0 in,Smoke
5-15-20 5:45,5/15/2020 05:45,4136001,iq8k7ZNt4Mwm3w0,24.7412738,23.7866618,74.81599124,0.002838055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 6:00,5/15/2020 06:00,4136001,iq8k7ZNt4Mwm3w0,24.74278657,24.07722983,75.3390137,0.012961978,91 °F,79 °F,66 %,W,14 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
5-15-20 6:15,5/15/2020 06:15,4136001,iq8k7ZNt4Mwm3w0,24.7639109,24.35618945,75.84114101,0.021037669,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 6:30,5/15/2020 06:30,4136001,iq8k7ZNt4Mwm3w0,24.7863229,24.5488861,76.18799498,0.042435399,93 °F,79 °F,63 %,W,15 mph,0 mph,29.70 in,0.0 in,Partly Cloudy
5-15-20 6:45,5/15/2020 06:45,4136001,iq8k7ZNt4Mwm3w0,25.0482451,25.746662,78.3439916,0.103495878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 7:00,5/15/2020 07:00,4136001,iq8k7ZNt4Mwm3w0,25.6732025,28.67470703,83.61447266,0.199450484,91 °F,77 °F,63 %,WNW,14 mph,0 mph,29.70 in,0.0 in,Fair
5-15-20 7:15,5/15/2020 07:15,4136001,iq8k7ZNt4Mwm3w0,26.076818,30.72550493,87.30590888,0.317665026,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 7:30,5/15/2020 07:30,4136001,iq8k7ZNt4Mwm3w0,26.42423907,32.20680357,89.97224642,0.382913363,91 °F,79 °F,66 %,WNW,15 mph,0 mph,29.67 in,0.0 in,Fair
5-15-20 7:45,5/15/2020 07:45,4136001,iq8k7ZNt4Mwm3w0,27.12028752,34.59156221,94.26481197,0.448286663,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 8:00,5/15/2020 08:00,4136001,iq8k7ZNt4Mwm3w0,27.67897027,35.70585637,96.27054146,0.455027575,91 °F,79 °F,66 %,WNW,17 mph,0 mph,29.67 in,0.0 in,Fair
5-15-20 8:15,5/15/2020 08:15,4136001,iq8k7ZNt4Mwm3w0,27.95349233,36.78689773,98.21641592,0.509315263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 8:30,5/15/2020 08:30,4136001,iq8k7ZNt4Mwm3w0,28.52621466,38.61774948,101.5119491,0.570911679,93 °F,79 °F,63 %,W,16 mph,0 mph,29.67 in,0.0 in,Fair
5-15-20 8:45,5/15/2020 08:45,4136001,iq8k7ZNt4Mwm3w0,29.31902147,40.7380359,105.3284646,0.625399981,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 9:00,5/15/2020 09:00,4136001,iq8k7ZNt4Mwm3w0,29.57204362,41.47150403,106.6487073,0.654205595,91 °F,79 °F,66 %,NW,14 mph,0 mph,29.67 in,0.0 in,Fair
5-15-20 9:15,5/15/2020 09:15,4136001,iq8k7ZNt4Mwm3w0,30.09140723,43.4653736,110.2376725,0.702437341,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 9:30,5/15/2020 09:30,4136001,iq8k7ZNt4Mwm3w0,30.63865838,44.14519641,111.4613535,0.756682643,91 °F,79 °F,66 %,W,16 mph,0 mph,29.64 in,0.0 in,Partly Cloudy
5-15-20 9:45,5/15/2020 09:45,4136001,iq8k7ZNt4Mwm3w0,31.37512003,45.719524,114.2951432,0.799745994,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 10:00,5/15/2020 10:00,4136001,iq8k7ZNt4Mwm3w0,31.89209383,46.1311739,115.036113,0.828095938,91 °F,77 °F,63 %,NW,15 mph,0 mph,29.64 in,0.0 in,Partly Cloudy
5-15-20 10:15,5/15/2020 10:15,4136001,iq8k7ZNt4Mwm3w0,32.43747986,47.14350828,116.8583149,0.874833851,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 10:30,5/15/2020 10:30,4136001,iq8k7ZNt4Mwm3w0,33.07413527,48.6802898,119.6245216,0.908056073,91 °F,77 °F,63 %,WNW,16 mph,0 mph,29.61 in,0.0 in,Mostly Cloudy
5-15-20 10:45,5/15/2020 10:45,4136001,iq8k7ZNt4Mwm3w0,33.1924701,50.24956017,122.4492083,0.943352708,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 11:00,5/15/2020 11:00,4136001,iq8k7ZNt4Mwm3w0,33.46205667,51.61099133,124.8997844,0.957900105,91 °F,77 °F,63 %,W,15 mph,0 mph,29.61 in,0.0 in,Mostly Cloudy
5-15-20 11:15,5/15/2020 11:15,4136001,iq8k7ZNt4Mwm3w0,34.25179517,54.8943019,130.8097434,0.970447754,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 11:30,5/15/2020 11:30,4136001,iq8k7ZNt4Mwm3w0,34.65145467,56.08395293,132.9511153,0.987932009,90 °F,77 °F,66 %,WNW,12 mph,0 mph,29.61 in,0.0 in,Mostly Cloudy
5-15-20 11:45,5/15/2020 11:45,4136001,iq8k7ZNt4Mwm3w0,35.15152597,55.59379528,132.0688315,0.953344518,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 12:00,5/15/2020 12:00,4136001,iq8k7ZNt4Mwm3w0,35.16610503,57.4882405,135.4788329,0.946920194,90 °F,77 °F,66 %,WNW,8 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
5-15-20 12:15,5/15/2020 12:15,4136001,iq8k7ZNt4Mwm3w0,36.37757097,57.58858162,135.6594469,0.977187623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 12:30,5/15/2020 12:30,4136001,iq8k7ZNt4Mwm3w0,35.96635757,58.8881528,137.998675,0.956237537,90 °F,77 °F,66 %,WNW,8 mph,0 mph,29.61 in,0.0 in,Partly Cloudy
5-15-20 12:45,5/15/2020 12:45,4136001,iq8k7ZNt4Mwm3w0,35.9929465,57.72948603,135.9130749,0.979090417,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 13:00,5/15/2020 13:00,4136001,iq8k7ZNt4Mwm3w0,36.45858145,60.38937679,140.7008782,0.926438212,90 °F,77 °F,66 %,W,12 mph,0 mph,29.61 in,0.0 in,Haze
5-15-20 13:15,5/15/2020 13:15,4136001,iq8k7ZNt4Mwm3w0,36.93956407,56.85950403,134.3471073,0.904246814,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 13:30,5/15/2020 13:30,4136001,iq8k7ZNt4Mwm3w0,36.89079345,57.14867328,134.8676119,0.895473906,88 °F,77 °F,70 %,NW,7 mph,0 mph,29.64 in,0.0 in,Haze
5-15-20 13:45,5/15/2020 13:45,4136001,iq8k7ZNt4Mwm3w0,36.61437807,52.9806112,127.3651002,0.866027062,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 14:00,5/15/2020 14:00,4136001,iq8k7ZNt4Mwm3w0,36.84276607,54.8100049,130.6580088,0.837944387,88 °F,77 °F,70 %,WNW,7 mph,0 mph,29.64 in,0.0 in,Haze
5-15-20 14:15,5/15/2020 14:15,4136001,iq8k7ZNt4Mwm3w0,37.3528292,53.5389466,128.3701039,0.82612858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 14:30,5/15/2020 14:30,4136001,iq8k7ZNt4Mwm3w0,37.26846587,51.3589315,124.4460767,0.681066022,88 °F,77 °F,70 %,WNW,7 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 14:45,5/15/2020 14:45,4136001,iq8k7ZNt4Mwm3w0,37.21659834,49.36587621,120.8585772,0.68664654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 15:00,5/15/2020 15:00,4136001,iq8k7ZNt4Mwm3w0,37.11558027,50.19004317,122.3420777,0.653807127,88 °F,79 °F,75 %,NW,5 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 15:15,5/15/2020 15:15,4136001,iq8k7ZNt4Mwm3w0,37.08661828,48.28441228,118.9119421,0.605137908,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 15:30,5/15/2020 15:30,4136001,iq8k7ZNt4Mwm3w0,36.62616283,45.37170127,113.6690623,0.448636589,90 °F,77 °F,66 %,NNE,9 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 15:45,5/15/2020 15:45,4136001,iq8k7ZNt4Mwm3w0,36.75573503,44.97519003,112.9553421,0.505614415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 16:00,5/15/2020 16:00,4136001,iq8k7ZNt4Mwm3w0,36.75465755,45.03773752,113.0679275,0.450463589,90 °F,68 °F,49 %,NE,6 mph,0 mph,29.70 in,0.0 in,Smoke
5-15-20 16:15,5/15/2020 16:15,4136001,iq8k7ZNt4Mwm3w0,36.59955247,41.94711027,107.5047985,0.327143313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 16:30,5/15/2020 16:30,4136001,iq8k7ZNt4Mwm3w0,36.25738223,40.56484677,105.0167242,0.29187837,90 °F,66 °F,46 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Smoke
5-15-20 16:45,5/15/2020 16:45,4136001,iq8k7ZNt4Mwm3w0,36.28795297,40.67958107,105.2232459,0.300254016,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 17:00,5/15/2020 17:00,4136001,iq8k7ZNt4Mwm3w0,36.00283697,39.21984663,102.5957239,0.203801124,90 °F,68 °F,49 %,NW,5 mph,0 mph,29.67 in,0.0 in,Smoke
5-15-20 17:15,5/15/2020 17:15,4136001,iq8k7ZNt4Mwm3w0,35.62733759,37.13426683,98.84168029,0.133998558,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 17:30,5/15/2020 17:30,4136001,iq8k7ZNt4Mwm3w0,35.2095745,35.678953,96.2221154,0.066811797,90 °F,77 °F,66 %,W,8 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 17:45,5/15/2020 17:45,4136001,iq8k7ZNt4Mwm3w0,34.73165155,34.00562066,93.21011718,0.028155149,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 18:00,5/15/2020 18:00,4136001,iq8k7ZNt4Mwm3w0,34.36776167,33.14801007,91.66641812,0.01789523,88 °F,79 °F,75 %,WNW,8 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 18:15,5/15/2020 18:15,4136001,iq8k7ZNt4Mwm3w0,33.985284,32.47362655,90.45252779,0.010471804,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 18:30,5/15/2020 18:30,4136001,iq8k7ZNt4Mwm3w0,33.54584963,31.70361947,89.06651504,0.002684918,88 °F,79 °F,75 %,W,10 mph,0 mph,29.73 in,0.0 in,Haze
5-15-20 18:45,5/15/2020 18:45,4136001,iq8k7ZNt4Mwm3w0,33.09357417,31.061414,87.9105452,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 19:00,5/15/2020 19:00,4136001,iq8k7ZNt4Mwm3w0,32.57998867,30.36881917,86.6638745,0,88 °F,79 °F,75 %,W,14 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 19:15,5/15/2020 19:15,4136001,iq8k7ZNt4Mwm3w0,32.10647055,29.57026941,85.22648494,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 19:30,5/15/2020 19:30,4136001,iq8k7ZNt4Mwm3w0,31.78520907,29.3748617,84.87475106,0,88 °F,79 °F,75 %,WSW,7 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 19:45,5/15/2020 19:45,4136001,iq8k7ZNt4Mwm3w0,31.50534476,28.92643162,84.06757692,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 20:00,5/15/2020 20:00,4136001,iq8k7ZNt4Mwm3w0,31.4473155,28.39059037,83.10306266,0,86 °F,79 °F,79 %,W,9 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 20:15,5/15/2020 20:15,4136001,iq8k7ZNt4Mwm3w0,30.79767863,27.45114633,81.4120634,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 20:30,5/15/2020 20:30,4136001,iq8k7ZNt4Mwm3w0,30.55072879,27.47504283,81.45507709,0,86 °F,79 °F,79 %,W,9 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 20:45,5/15/2020 20:45,4136001,iq8k7ZNt4Mwm3w0,31.04741059,29.37068955,84.86724119,0.000120426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 21:00,5/15/2020 21:00,4136001,iq8k7ZNt4Mwm3w0,30.0076782,29.1692108,84.50457944,0,86 °F,79 °F,79 %,WNW,7 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 21:15,5/15/2020 21:15,4136001,iq8k7ZNt4Mwm3w0,28.97958373,28.14188523,82.65539342,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 21:30,5/15/2020 21:30,4136001,iq8k7ZNt4Mwm3w0,28.42710941,27.41392779,81.34507003,0,86 °F,79 °F,79 %,W,6 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 21:45,5/15/2020 21:45,4136001,iq8k7ZNt4Mwm3w0,28.30055247,27.0304251,80.65476518,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 22:00,5/15/2020 22:00,4136001,iq8k7ZNt4Mwm3w0,28.32985817,26.92777214,80.46998985,0,86 °F,79 °F,79 %,WNW,7 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 22:15,5/15/2020 22:15,4136001,iq8k7ZNt4Mwm3w0,28.324165,26.87666233,80.3779922,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 22:30,5/15/2020 22:30,4136001,iq8k7ZNt4Mwm3w0,28.22888173,26.848583,80.3274494,0,86 °F,79 °F,79 %,NW,7 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 22:45,5/15/2020 22:45,4136001,iq8k7ZNt4Mwm3w0,28.14552676,26.7898349,80.22170281,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-15-20 23:00,5/15/2020 23:00,4136001,iq8k7ZNt4Mwm3w0,27.70949446,26.52979493,79.75363087,0,86 °F,79 °F,79 %,N,5 mph,0 mph,29.67 in,0.0 in,Haze
5-15-20 23:30,5/15/2020 23:30,4136001,iq8k7ZNt4Mwm3w0,26.95176844,25.08119722,77.146155,0,86 °F,79 °F,79 %,N,5 mph,0 mph,29.70 in,0.0 in,Haze
5-15-20 23:45,5/15/2020 23:45,4136001,iq8k7ZNt4Mwm3w0,26.7558319,24.81448376,76.66607077,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 0:00,5/16/2020 00:00,4136001,iq8k7ZNt4Mwm3w0,26.52780647,24.43326407,75.97987532,0,86 °F,79 °F,79 %,NE,5 mph,0 mph,29.67 in,0.0 in,Haze
5-16-20 0:15,5/16/2020 00:15,4136001,iq8k7ZNt4Mwm3w0,26.68731262,24.52914207,76.15245572,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 0:30,5/16/2020 00:30,4136001,iq8k7ZNt4Mwm3w0,26.63302783,24.68845123,76.43921222,0,86 °F,77 °F,74 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Haze
5-16-20 0:45,5/16/2020 00:45,4136001,iq8k7ZNt4Mwm3w0,26.67657573,24.88044037,76.78479266,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 1:00,5/16/2020 01:00,4136001,iq8k7ZNt4Mwm3w0,26.44045593,24.55380876,76.19685577,0,86 °F,77 °F,74 %,CALM,0 mph,0 mph,29.67 in,0.0 in,Haze
5-16-20 1:15,5/16/2020 01:15,4136001,iq8k7ZNt4Mwm3w0,26.193042,24.11722213,75.41099984,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 1:30,5/16/2020 01:30,4136001,iq8k7ZNt4Mwm3w0,26.0033801,23.93489221,75.08280597,0,86 °F,77 °F,74 %,CALM,0 mph,0 mph,29.70 in,0.0 in,Haze
5-16-20 1:45,5/16/2020 01:45,4136001,iq8k7ZNt4Mwm3w0,25.95458273,23.97419733,75.1535552,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 2:00,5/16/2020 02:00,4136001,iq8k7ZNt4Mwm3w0,25.7327081,23.78122793,74.80621028,0,88 °F,77 °F,70 %,CALM,0 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 2:15,5/16/2020 02:15,4136001,iq8k7ZNt4Mwm3w0,25.4155729,23.33238027,73.99828448,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 2:30,5/16/2020 02:30,4136001,iq8k7ZNt4Mwm3w0,25.19277224,22.96086503,73.32955706,0,88 °F,77 °F,70 %,S,6 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 2:45,5/16/2020 02:45,4136001,iq8k7ZNt4Mwm3w0,24.89064633,22.69464427,72.85035968,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 3:00,5/16/2020 03:00,4136001,iq8k7ZNt4Mwm3w0,24.73890787,22.36363427,72.25454168,0,90 °F,77 °F,66 %,S,5 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 3:15,5/16/2020 03:15,4136001,iq8k7ZNt4Mwm3w0,24.38789214,22.10807434,71.79453382,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 3:30,5/16/2020 03:30,4136001,iq8k7ZNt4Mwm3w0,24.3363027,21.9420616,71.49571088,0,90 °F,75 °F,62 %,SW,7 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 3:45,5/16/2020 03:45,4136001,iq8k7ZNt4Mwm3w0,24.44372538,21.88146162,71.38663092,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 4:00,5/16/2020 04:00,4136001,iq8k7ZNt4Mwm3w0,24.14510303,21.844981,71.3209658,0,90 °F,77 °F,66 %,W,7 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 4:15,5/16/2020 04:15,4136001,iq8k7ZNt4Mwm3w0,23.8268431,21.78638128,71.2154863,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 4:30,5/16/2020 04:30,4136001,iq8k7ZNt4Mwm3w0,23.9267099,21.9009552,71.42171936,0,90 °F,77 °F,66 %,WSW,13 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 4:45,5/16/2020 04:45,4136001,iq8k7ZNt4Mwm3w0,23.85060433,21.74698587,71.14457456,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 5:00,5/16/2020 05:00,4136001,iq8k7ZNt4Mwm3w0,23.55594497,21.46942345,70.64496221,0,90 °F,77 °F,66 %,W,13 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 5:15,5/16/2020 05:15,4136001,iq8k7ZNt4Mwm3w0,23.60817267,21.29009187,70.32216536,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 5:30,5/16/2020 05:30,4136001,iq8k7ZNt4Mwm3w0,23.65812755,21.13980431,70.05164776,0,90 °F,77 °F,66 %,W,8 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 5:45,5/16/2020 05:45,4136001,iq8k7ZNt4Mwm3w0,23.7527953,21.5181203,70.73261654,0.001471635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 6:00,5/16/2020 06:00,4136001,iq8k7ZNt4Mwm3w0,24.04460457,22.218803,71.9938454,0.013038687,91 °F,79 °F,66 %,W,13 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 6:15,5/16/2020 06:15,4136001,iq8k7ZNt4Mwm3w0,23.96737555,22.68291921,72.82925457,0.035180242,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 6:30,5/16/2020 06:30,4136001,iq8k7ZNt4Mwm3w0,24.587146,23.91549477,75.04789058,0.060925588,91 °F,79 °F,66 %,W,15 mph,0 mph,29.73 in,0.0 in,Haze
5-16-20 6:45,5/16/2020 06:45,4136001,iq8k7ZNt4Mwm3w0,25.35418586,25.45905593,77.82630068,0.087556915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5-16-20 7:00,5/16/2020 07:00,4136001,iq8k7ZNt4Mwm3w0,25.97149147,27.4219574,81.35952332,0.127115761,91 °F,77 °F,63 %,W,12 mph,0 mph,29.70 in,0.0 in,Haze
5-16-20 7:15,5/16/2020 07:15,4136001,iq8k7ZNt4Mwm3w0,26.566503,28.13256421,82.63861557,0.197786869,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
